06 18 2 11 0xCCCCCC 
07 17 2 11 0xCCCCCC 
08 15 2 11 0xCCCCCC 
09 10 2 11 0x999999 
10 2 2 11 0x999999 
11 0 2 11 0x999999 13.2
12 0 2 11 0x999999 13.1
13 0 2 11 0x999999 13.1
14 0 2 11 0x999999 13.1
15 0 2 11 0x999999 13.2
16 5 2 11 0x999999 
17 12 2 11 0x999999 
18 16 2 11 0x666666 
19 26 2 11 0x000000 
20 45 2 11 0x000000 58.5
21 43 2 11 0x000000 
22 26 2 11 0x000000 
23 19 2 11 0x666666 
