13 19 0xCCCCCC 
"" 18 0xCCCCCC 
"" 18 0xCCCCCC 
"" 18 0xCCCCCC 
14 18 0xCCCCCC 
"" 19 0xCCCCCC 
"" 19 0xCCCCCC 
"" 20 0xCCCCCC 
15 20 0x999999 20.0
"" 21 0x999999 
"" 22 0x999999 
"" 24 0x999999 
16 23 0x999999 
"" 29 0x999999 
"" 32 0x999999 
"" 32 0x999999 
17 31 0x999999 
"" 33 0x999999 
"" 38 0x999999 
"" 39 0x666666 
18 35 0x999999 
"" 38 0x999999 
"" 40 0x666666 
"" 45 0x666666 
19 40 0x666666 
"" 40 0x666666 
"" 44 0x666666 
"" 47 0x666666 
20 43 0x666666 
"" 43 0x666666 
"" 43 0x666666 
"" 40 0x666666 
21 41 0x666666 
"" 40 0x666666 
"" 39 0x666666 
"" 38 0x999999 
22 39 0x666666 
"" 38 0x999999 
"" 38 0x999999 
"" 37 0x999999 
23 37 0x999999 
"" 35 0x999999 
"" 36 0x999999 
"" 34 0x999999 
00 36 0x999999 
"" 35 0x999999 
"" 35 0x999999 
"" 34 0x999999 
01 35 0x999999 
"" 34 0x999999 
"" 34 0x999999 
"" 34 0x999999 
02 34 0x999999 
"" 34 0x999999 
"" 34 0x999999 
"" 34 0x999999 
03 34 0x999999 
"" 34 0x999999 
"" 34 0x999999 
"" 34 0x999999 
04 34 0x999999 
"" 34 0x999999 
"" 34 0x999999 
"" 35 0x999999 
05 33 0x999999 
"" 35 0x999999 
"" 37 0x999999 
"" 40 0x666666 
06 37 0x999999 
"" 40 0x666666 
"" 43 0x666666 
"" 46 0x666666 
07 47 0x666666 
"" 49 0x666666 
"" 48 0x666666 
"" 46 0x666666 
08 47 0x666666 
"" 46 0x666666 
"" 42 0x666666 
"" 38 0x999999 
09 43 0x666666 
"" 39 0x666666 
"" 36 0x999999 
"" 33 0x999999 
10 35 0x999999 
"" 34 0x999999 
"" 34 0x999999 
"" 36 0x999999 
11 34 0x999999 
"" 32 0x999999 
"" 31 0x999999 
"" 32 0x999999 
12 30 0x999999 
"" 29 0x999999 
"" 28 0x999999 
"" 27 0x999999 
13 28 0x999999 
"" 27 0x999999 
"" 27 0x999999 
"" 27 0x999999 
14 27 0x999999 
"" 29 0x999999 
"" 28 0x999999 
"" 29 0x999999 
15 31 0x999999 
"" 29 0x999999 
"" 29 0x999999 
"" 31 0x999999 
16 30 0x999999 
"" 32 0x999999 
"" 34 0x999999 
"" 38 0x999999 
17 32 0x999999 
"" 37 0x999999 
"" 41 0x666666 
"" 46 0x666666 
18 43 0x666666 
"" 51 0x000000 
"" 62 0x000000 
"" 72 0x000000 
19 78 0x000000 
"" 88 0x000000 87.8
"" 87 0x000000 
"" 75 0x000000 
20 76 0x000000 
"" 65 0x000000 
"" 59 0x000000 
"" 56 0x000000 
21 51 0x000000 
"" 48 0x666666 
"" 48 0x666666 
"" 44 0x666666 
22 44 0x666666 
"" 44 0x666666 
"" 43 0x666666 
"" 40 0x666666 
23 40 0x666666 
"" 39 0x666666 
"" 39 0x666666 
"" 37 0x999999 
