13 0 1 11 0xCCCCCC 
14 0 1 11 0xCCCCCC 
15 0 2 11 0x999999 12.7
16 0 2 11 0x999999 13.0
17 1 2 11 0x999999 
18 11 2 11 0x999999 
19 19 2 11 0x666666 
20 21 2 11 0x000000 33.7
21 20 2 11 0x000000 33.6
22 20 2 11 0x000000 
23 19 2 11 0x666666 
00 19 2 11 0x666666 
01 19 2 11 0x666666 
02 18 2 11 0x666666 
03 18 2 11 0x666666 
04 17 2 11 0x666666 
05 16 2 11 0x666666 
06 14 2 11 0x666666 
07 13 2 11 0x666666 
08 12 2 11 0x999999 
09 7 2 11 0x999999 
10 1 2 11 0x999999 
11 0 2 11 0x999999 13.1
12 0 2 11 0x999999 13.1
13 0 2 11 0x999999 13.1
14 0 2 11 0x999999 13.0
15 0 2 11 0x999999 13.0
16 0 2 11 0x999999 13.1
17 6 2 11 0x999999 
18 12 2 11 0x999999 
19 16 2 11 0x666666 
20 19 2 11 0x666666 
21 19 2 11 0x666666 
22 18 2 11 0x666666 
23 17 2 11 0x666666 
