16 1 2 11 0xCCCCCC 
17 8 2 11 0xCCCCCC 
18 14 2 11 0xCCCCCC 
19 15 2 11 0x666666 
20 17 2 11 0x666666 
21 18 2 11 0x000000 
22 18 2 11 0x666666 
23 17 2 11 0x666666 
00 15 2 11 0x666666 
01 14 2 11 0x666666 
02 14 2 11 0x666666 
03 14 2 11 0x666666 
04 15 2 11 0x666666 
05 15 2 11 0x666666 
06 17 2 11 0x666666 
07 16 2 11 0x666666 
08 16 2 11 0x666666 
09 14 2 11 0x666666 
10 12 2 11 0x999999 
11 11 2 11 0x999999 
12 8 2 11 0x999999 
13 7 2 11 0x999999 20.0
14 7 2 11 0x999999 20.2
15 7 2 11 0x999999 19.8
16 9 2 11 0x999999 
17 10 2 11 0x999999 
18 13 2 11 0x999999 
19 17 2 11 0x666666 
20 19 2 11 0x000000 
21 20 2 11 0x000000 32.7
22 19 2 11 0x000000 
23 18 2 11 0x666666 
